Trip ID,Destination,Start date,End date,Duration (days),Traveler name,Traveler age,Traveler gender,Traveler nationality,Accommodation type,Accommodation cost,Transportation type,Transportation cost,About City,Weather,Continent,Type of City,Type of Tourism
941,Ahmedabad,06/11/2024,06/24/2024,13,Traveler 941,54,Male,British,Hotel,2806,Car,,About Dubai,Cold,Africa,Coastal,Recreational
942,Pune,04/07/2024,04/18/2024,11,Traveler 942,37,Male,American,Airbnb,732,Bus,,About Rome,Rainy,Asia,Rural,Archaeological
943,Alexandria,06/02/2024,06/07/2024,5,Traveler 943,65,Female,British,Airbnb,2093,Car,,About Cape Town,Dry,Asia,Archaeological,Recreational
944,Cairo,09/21/2024,10/06/2024,15,Traveler 944,64,Male,British,Airbnb,877,Flight,,About Cape Town,Rainy,Europe,Archaeological,Archaeological
945,Luxor,04/16/2024,04/29/2024,13,Traveler 945,49,Other,Australian,Hotel,986,Train,,About Sydney,Cold,Africa,Coastal,Recreational
946,Sharm El-Sheikh,04/11/2024,04/18/2024,7,Traveler 946,27,Other,Canadian,Hostel,1922,Train,650.0,About Dubai,Rainy,South America,Rural,Recreational
947,Aswan,06/17/2024,07/02/2024,15,Traveler 947,43,Other,British,Airbnb,799,Bus,736.0,About Cape Town,Dry,North America,Desert,Environmental
948,Sao Paulo,02/05/2024,02/09/2024,4,Traveler 948,29,Other,British,Hotel,1812,Cruise,,About Paris,Rainy,Asia,Archaeological,Archaeological
949,Paris,10/04/2024,10/09/2024,5,Traveler 949,23,Female,British,Villa,1250,Cruise,,About Paris,Moisture,South America,Archaeological,Archaeological
950,Mexico City,01/28/2024,02/07/2024,10,Traveler 950,37,Female,Indian,Villa,2198,Train,,About Paris,Rainy,North America,Desert,Archaeological
951,Dubai,01/15/2024,01/26/2024,11,Traveler 951,41,Female,American,Hotel,2445,Flight,207.0,About Rome,Cold,South America,Coastal,Religious
952,New York,01/29/2024,02/03/2024,5,Traveler 952,59,Other,American,Villa,2273,Flight,,About Paris,Cold,Europe,Archaeological,Therapeutic
953,Los Angeles,11/27/2024,12/02/2024,5,Traveler 953,25,Male,Canadian,Hostel,2550,Train,,About Paris,Rainy,North America,Rural,Environmental
954,Toronto,04/11/2024,04/21/2024,10,Traveler 954,22,Other,American,Villa,1134,Flight,,About Paris,Dry,Asia,Archaeological,Therapeutic
955,Tokyo,12/29/2024,01/11/2025,13,Traveler 955,63,Male,Australian,Hotel,2668,Flight,1062.0,About Paris,Rainy,Asia,Urban,Recreational
956,London,09/03/2024,09/14/2024,11,Traveler 956,28,Female,Australian,Resort,2733,Bus,,About Paris,Hot,North America,Urban,Therapeutic
957,Rome,03/10/2024,03/15/2024,5,Traveler 957,36,Female,Indian,Hotel,2202,Flight,,About Cape Town,Hot,Asia,Archaeological,Archaeological
958,Moscow,11/14/2024,11/26/2024,12,Traveler 958,42,Female,British,Airbnb,1523,Flight,,About Dubai,Hot,Africa,Rural,Recreational
959,Buenos Aires,02/22/2024,03/06/2024,13,Traveler 959,23,Other,Canadian,Hotel,2583,Train,,About Sydney,Hot,North America,Archaeological,Recreational
960,Bangkok,04/02/2024,04/15/2024,13,Traveler 960,35,Female,Australian,Hotel,751,Flight,236.0,About Sydney,Cold,Europe,Rural,Recreational
961,Berlin,05/04/2024,05/10/2024,6,Traveler 961,29,Female,Canadian,Hotel,2947,Flight,,About Cape Town,Rainy,Africa,Urban,Religious
962,Singapore,02/25/2024,03/01/2024,5,Traveler 962,40,Female,Australian,Villa,2806,Bus,,About Sydney,Hot,Europe,Archaeological,Environmental
963,Sydney,04/28/2024,05/05/2024,7,Traveler 963,62,Other,British,Villa,502,Bus,197.0,About Cape Town,Cold,Europe,Urban,Recreational
964,Madrid,12/12/2024,12/21/2024,9,Traveler 964,30,Other,Indian,Hotel,2905,Train,,About Rome,Dry,South America,Archaeological,Archaeological
965,Cape Town,09/01/2024,09/14/2024,13,Traveler 965,62,Female,Canadian,Hostel,1432,Cruise,101.0,About Cape Town,Dry,Asia,Archaeological,Religious
966,Istanbul,05/15/2024,05/26/2024,11,Traveler 966,31,Other,Canadian,Hotel,1910,Cruise,,About Rome,Cold,South America,Archaeological,Therapeutic
967,Hong Kong,06/20/2024,07/05/2024,15,Traveler 967,24,Other,Canadian,Airbnb,2477,Car,,About Dubai,Dry,South America,Urban,Environmental
968,Muscat,06/29/2024,07/09/2024,10,Traveler 968,63,Male,Australian,Resort,989,Cruise,666.0,About Cape Town,Hot,South America,Archaeological,Religious
969,Ho Chi Minh City,09/24/2024,10/04/2024,10,Traveler 969,47,Female,Canadian,Hostel,1999,Car,172.0,About Dubai,Rainy,Africa,Coastal,Environmental
970,Nice,12/25/2024,01/06/2025,12,Traveler 970,40,Female,British,Resort,1135,Bus,,About Sydney,Moisture,South America,Archaeological,Religious
971,Tunis,10/29/2024,11/03/2024,5,Traveler 971,64,Male,Australian,Villa,1590,Train,690.0,About Rome,Moisture,South America,Rural,Environmental
972,Stockholm,12/01/2024,12/08/2024,7,Traveler 972,27,Male,British,Hotel,1574,Car,,About Rome,Moisture,Africa,Desert,Environmental
973,Lisbon,02/12/2024,02/24/2024,12,Traveler 973,70,Female,British,Villa,1482,Bus,1272.0,About Cape Town,Hot,North America,Desert,Religious
974,Prague,02/14/2024,02/18/2024,4,Traveler 974,19,Female,Canadian,Resort,1986,Flight,,About Sydney,Rainy,Europe,Coastal,Archaeological
975,San Salvador,10/30/2024,11/04/2024,5,Traveler 975,23,Male,Canadian,Resort,612,Bus,664.0,About Rome,Cold,Asia,Rural,Therapeutic
976,Miami,02/06/2024,02/11/2024,5,Traveler 976,38,Male,British,Hostel,1146,Train,1339.0,About Cape Town,Rainy,Asia,Archaeological,Recreational
977,Brussels,10/10/2024,10/25/2024,15,Traveler 977,30,Female,Indian,Villa,1327,Flight,,About Cape Town,Hot,North America,Rural,Environmental
978,Johannesburg,01/12/2024,01/19/2024,7,Traveler 978,53,Male,Australian,Hotel,2451,Car,,About Sydney,Rainy,South America,Rural,Therapeutic
979,Budapest,01/24/2024,02/07/2024,14,Traveler 979,57,Male,British,Hotel,2566,Flight,,About Sydney,Dry,South America,Rural,Therapeutic
980,Kigali,01/07/2024,01/13/2024,6,Traveler 980,29,Female,American,Hostel,2877,Bus,,About Rome,Rainy,Africa,Coastal,Environmental
981,Vienna,03/13/2024,03/21/2024,8,Traveler 981,68,Female,British,Resort,1147,Cruise,858.0,About Dubai,Hot,Asia,Desert,Archaeological
982,Porto,10/31/2024,11/09/2024,9,Traveler 982,60,Male,British,Villa,2763,Train,,About Cape Town,Hot,North America,Coastal,Therapeutic
983,Beijing,10/17/2024,10/23/2024,6,Traveler 983,57,Other,Canadian,Hotel,1876,Train,,About Paris,Cold,South America,Archaeological,Therapeutic
984,Riyadh,05/02/2024,05/05/2024,3,Traveler 984,45,Female,American,Resort,2706,Flight,,About Paris,Hot,Europe,Rural,Archaeological
985,Edinburgh,04/06/2024,04/15/2024,9,Traveler 985,36,Other,Canadian,Resort,2378,Car,1148.0,About Paris,Hot,Africa,Archaeological,Recreational
986,Caracas,01/03/2024,01/10/2024,7,Traveler 986,57,Female,Australian,Airbnb,2617,Train,,About Cape Town,Cold,Africa,Archaeological,Environmental
987,Brisbane,04/23/2024,04/29/2024,6,Traveler 987,32,Male,British,Hotel,632,Train,,About Cape Town,Cold,Asia,Archaeological,Recreational
988,Lagos,05/05/2024,05/08/2024,3,Traveler 988,34,Other,British,Villa,1324,Car,316.0,About Rome,Cold,Asia,Urban,Environmental
989,Marrakech,04/13/2024,04/18/2024,5,Traveler 989,29,Female,British,Hotel,1801,Flight,,About Rome,Cold,Europe,Rural,Environmental
990,Helsinki,03/24/2024,03/30/2024,6,Traveler 990,46,Male,Australian,Airbnb,554,Flight,,About Paris,Cold,Europe,Archaeological,Religious
991,Munich,04/13/2024,04/23/2024,10,Traveler 991,67,Male,American,Hostel,1848,Train,887.0,About Dubai,Cold,Europe,Desert,Therapeutic
992,Montreal,12/18/2024,12/30/2024,12,Traveler 992,36,Male,Canadian,Hostel,996,Train,,About Paris,Moisture,North America,Urban,Recreational
993,Auckland,04/16/2024,04/20/2024,4,Traveler 993,20,Other,Indian,Hotel,739,Cruise,,About Cape Town,Hot,South America,Urban,Recreational
994,Dublin,12/02/2024,12/05/2024,3,Traveler 994,23,Male,American,Hostel,1365,Bus,,About Dubai,Moisture,Africa,Urban,Recreational
995,Karachi,08/14/2024,08/23/2024,9,Traveler 995,36,Other,Canadian,Hostel,1623,Train,707.0,About Rome,Moisture,Africa,Archaeological,Archaeological
996,Seoul,06/26/2024,07/01/2024,5,Traveler 996,70,Other,British,Hostel,1059,Bus,,About Paris,Dry,Asia,Desert,Religious
997,Casablanca,03/28/2024,04/02/2024,5,Traveler 997,69,Female,British,Airbnb,910,Cruise,774.0,About Dubai,Rainy,Africa,Rural,Archaeological
998,Kingston,01/07/2024,01/22/2024,15,Traveler 998,38,Male,British,Resort,2986,Train,,About Cape Town,Moisture,South America,Rural,Archaeological
999,Guatemala City,05/26/2024,06/07/2024,12,Traveler 999,59,Other,Indian,Hotel,2355,Bus,831.0,About Paris,Cold,Asia,Rural,Recreational
1000,Perth,09/03/2024,09/10/2024,7,Traveler 1000,61,Male,American,Airbnb,784,Cruise,1003.0,About Dubai,Hot,Europe,Archaeological,Archaeological
1001,Havana,06/14/2024,06/19/2024,5,Traveler 1001,44,Male,American,Resort,772,Cruise,1044.0,About Cape Town,Cold,North America,Rural,Environmental
1002,Tallinn,05/02/2024,05/08/2024,6,Traveler 1002,25,Female,British,Villa,2432,Flight,1438.0,About Dubai,Cold,Africa,Archaeological,Religious
1003,Manila,02/22/2024,02/25/2024,3,Traveler 1003,54,Other,Indian,Airbnb,1680,Cruise,1406.0,About Cape Town,Dry,Europe,Rural,Archaeological
1004,Santiago,08/08/2024,08/12/2024,4,Traveler 1004,25,Female,British,Airbnb,637,Train,,About Rome,Moisture,Africa,Coastal,Environmental
1005,Zurich,05/23/2024,05/30/2024,7,Traveler 1005,53,Other,Australian,Hotel,1760,Flight,,About Dubai,Cold,Africa,Coastal,Religious
1006,Seville,07/12/2024,07/23/2024,11,Traveler 1006,46,Other,Australian,Hostel,2470,Train,230.0,About Paris,Cold,South America,Desert,Archaeological
1007,Tel Aviv,11/05/2024,11/13/2024,8,Traveler 1007,52,Male,Australian,Hostel,953,Flight,617.0,About Sydney,Moisture,Africa,Archaeological,Religious
1008,Accra,12/05/2024,12/11/2024,6,Traveler 1008,52,Female,Canadian,Villa,2178,Bus,517.0,About Cape Town,Moisture,Africa,Rural,Religious
1009,Adelaide,05/07/2024,05/13/2024,6,Traveler 1009,29,Female,British,Hostel,616,Car,947.0,About Dubai,Dry,Africa,Urban,Religious
1010,Bogotá,01/06/2024,01/09/2024,3,Traveler 1010,68,Other,Indian,Hostel,1391,Car,864.0,About Rome,Moisture,Europe,Archaeological,Religious
1011,Florence,05/06/2024,05/16/2024,10,Traveler 1011,24,Male,Indian,Hotel,2797,Car,,About Paris,Moisture,Africa,Desert,Therapeutic
1012,Warsaw,01/24/2024,02/04/2024,11,Traveler 1012,58,Other,Canadian,Airbnb,560,Train,546.0,About Dubai,Rainy,Asia,Desert,Archaeological
1013,Dhaka,02/22/2024,02/28/2024,6,Traveler 1013,60,Other,Canadian,Hotel,2244,Train,,About Sydney,Rainy,Europe,Archaeological,Religious
1014,Reykjavik,07/22/2024,08/06/2024,15,Traveler 1014,69,Other,Indian,Airbnb,2253,Cruise,,About Sydney,Dry,North America,Urban,Archaeological
1015,Copenhagen,05/22/2024,06/03/2024,12,Traveler 1015,47,Female,British,Airbnb,1789,Car,1335.0,About Sydney,Cold,Europe,Urban,Therapeutic
1016,San Francisco,08/04/2024,08/17/2024,13,Traveler 1016,44,Other,American,Hostel,1631,Cruise,,About Paris,Rainy,South America,Desert,Therapeutic
1017,Kyoto,10/31/2024,11/03/2024,3,Traveler 1017,19,Female,British,Airbnb,2262,Train,753.0,About Dubai,Moisture,Africa,Archaeological,Environmental
1018,Amman,06/14/2024,06/22/2024,8,Traveler 1018,27,Other,American,Villa,2459,Flight,,About Dubai,Moisture,North America,Coastal,Archaeological
1019,Barcelona,04/12/2024,04/16/2024,4,Traveler 1019,29,Male,Australian,Hotel,1931,Train,,About Rome,Cold,North America,Coastal,Environmental
1020,Melbourne,06/20/2024,07/02/2024,12,Traveler 1020,26,Other,British,Airbnb,540,Flight,1198.0,About Sydney,Dry,Europe,Coastal,Religious
1021,Algiers,11/01/2024,11/06/2024,5,Traveler 1021,57,Male,Indian,Hostel,1246,Car,,About Sydney,Dry,Africa,Rural,Therapeutic
1022,Lima,10/12/2024,10/25/2024,13,Traveler 1022,18,Other,Canadian,Resort,2320,Train,,About Rome,Moisture,South America,Rural,Archaeological
1023,Amsterdam,08/19/2024,08/28/2024,9,Traveler 1023,24,Male,American,Villa,1913,Bus,,About Sydney,Hot,Asia,Desert,Archaeological
1024,Colombo,06/29/2024,07/04/2024,5,Traveler 1024,45,Male,Indian,Villa,1213,Train,1417.0,About Cape Town,Rainy,Africa,Desert,Therapeutic
1025,Beirut,11/07/2024,11/18/2024,11,Traveler 1025,34,Female,Canadian,Hostel,1667,Bus,,About Sydney,Dry,North America,Rural,Archaeological
1026,Jakarta,05/27/2024,06/05/2024,9,Traveler 1026,57,Male,British,Resort,2872,Car,,About Dubai,Cold,South America,Desert,Archaeological
1027,Quito,06/08/2024,06/17/2024,9,Traveler 1027,53,Female,Indian,Villa,687,Train,207.0,About Dubai,Cold,Asia,Archaeological,Religious
1028,Oslo,04/03/2024,04/17/2024,14,Traveler 1028,23,Male,British,Hostel,876,Car,,About Cape Town,Hot,Africa,Urban,Recreational
1029,Shanghai,12/21/2024,12/27/2024,6,Traveler 1029,28,Female,Australian,Resort,1974,Flight,431.0,About Sydney,Hot,South America,Archaeological,Religious
1030,Vancouver,01/16/2024,01/24/2024,8,Traveler 1030,41,Other,American,Airbnb,1436,Car,,About Sydney,Rainy,Asia,Urban,Archaeological
1031,Chicago,06/02/2024,06/05/2024,3,Traveler 1031,69,Other,American,Resort,1718,Train,1436.0,About Cape Town,Moisture,Asia,Archaeological,Environmental
1032,Mumbai,10/28/2024,11/11/2024,14,Traveler 1032,26,Female,British,Villa,801,Bus,712.0,About Cape Town,Moisture,South America,Rural,Environmental
1033,Doha,11/10/2024,11/22/2024,12,Traveler 1033,38,Male,British,Hotel,1545,Flight,,About Rome,Cold,South America,Archaeological,Recreational
1034,São Paulo,05/25/2024,06/01/2024,7,Traveler 1034,33,Female,Indian,Hostel,578,Train,,About Cape Town,Hot,South America,Rural,Religious
1035,Tegucigalpa,06/15/2024,06/27/2024,12,Traveler 1035,34,Male,Canadian,Airbnb,2080,Flight,,About Sydney,Cold,Asia,Desert,Recreational
1036,Venice,03/15/2024,03/23/2024,8,Traveler 1036,34,Female,British,Villa,751,Flight,,About Paris,Moisture,South America,Desert,Therapeutic
1037,Fes,08/16/2024,08/25/2024,9,Traveler 1037,34,Other,Canadian,Hostel,2899,Bus,,About Dubai,Cold,North America,Archaeological,Religious
1038,Athens,04/04/2024,04/07/2024,3,Traveler 1038,65,Other,British,Airbnb,2391,Car,1164.0,About Sydney,Cold,South America,Desert,Religious
1039,Phuket,10/01/2024,10/14/2024,13,Traveler 1039,20,Male,Canadian,Resort,1008,Bus,,About Rome,Hot,North America,Desert,Recreational
1040,Bali,03/08/2024,03/17/2024,9,Traveler 1040,68,Other,American,Hotel,1721,Cruise,,About Sydney,Moisture,Asia,Rural,Recreational
1041,Rio de Janeiro,08/03/2024,08/13/2024,10,Traveler 1041,48,Female,Indian,Airbnb,757,Flight,785.0,About Cape Town,Dry,Europe,Rural,Religious
1042,Cancun,07/04/2024,07/10/2024,6,Traveler 1042,57,Female,British,Hotel,1454,Bus,373.0,About Paris,Rainy,Asia,Desert,Environmental
1043,Honolulu,08/16/2024,08/25/2024,9,Traveler 1043,62,Male,Australian,Resort,2342,Cruise,,About Sydney,Dry,South America,Coastal,Religious
1044,Hawaii,10/01/2024,10/07/2024,6,Traveler 1044,55,Male,American,Resort,1135,Cruise,448.0,About Dubai,Moisture,Africa,Coastal,Religious
1045,Australia,12/25/2024,01/07/2025,13,Traveler 1045,28,Male,Indian,Airbnb,2369,Flight,345.0,About Sydney,Rainy,Africa,Urban,Archaeological
1046,New York City,10/09/2024,10/21/2024,12,Traveler 1046,57,Female,American,Airbnb,1764,Cruise,,About Sydney,Rainy,South America,Coastal,Recreational
1047,Zurich,03/16/2024,03/20/2024,4,Traveler 1047,22,Other,Canadian,Villa,837,Cruise,,About Cape Town,Hot,North America,Desert,Religious
1048,Hamburg,07/26/2024,08/09/2024,14,Traveler 1048,63,Female,American,Hotel,2430,Bus,437.0,About Dubai,Dry,Africa,Desert,Recreational
1049,Frankfurt,02/19/2024,02/24/2024,5,Traveler 1049,19,Male,American,Resort,1910,Flight,130.0,About Sydney,Rainy,Europe,Rural,Therapeutic
1050,Abu Dhabi,01/31/2024,02/04/2024,4,Traveler 1050,62,Other,Canadian,Hotel,921,Car,,About Cape Town,Moisture,Asia,Urban,Recreational
1051,Kuala Lumpur,11/15/2024,11/28/2024,13,Traveler 1051,69,Female,Australian,Hotel,2071,Train,780.0,About Paris,Hot,South America,Urban,Archaeological
1052,Bratislava,12/19/2024,01/02/2025,14,Traveler 1052,24,Male,American,Hostel,1779,Flight,,About Dubai,Moisture,Africa,Coastal,Recreational
1053,Lyon,05/14/2024,05/27/2024,13,Traveler 1053,23,Male,Indian,Hostel,2092,Train,1302.0,About Dubai,Dry,Asia,Archaeological,Recreational
1054,Geneva,03/25/2024,03/31/2024,6,Traveler 1054,68,Female,British,Villa,516,Cruise,,About Paris,Dry,Europe,Rural,Therapeutic
1055,Naples,03/14/2024,03/22/2024,8,Traveler 1055,31,Female,British,Resort,1916,Train,305.0,About Sydney,Cold,Africa,Archaeological,Therapeutic
1056,Valencia,08/07/2024,08/13/2024,6,Traveler 1056,63,Other,British,Villa,1686,Cruise,1275.0,About Rome,Dry,North America,Archaeological,Environmental
1057,Salzburg,12/22/2024,01/04/2025,13,Traveler 1057,58,Male,Canadian,Hostel,2316,Flight,538.0,About Paris,Hot,North America,Rural,Recreational
1058,Split,07/15/2024,07/23/2024,8,Traveler 1058,24,Male,British,Airbnb,1016,Flight,1202.0,About Paris,Rainy,Asia,Rural,Religious
1059,Rabat,10/05/2024,10/20/2024,15,Traveler 1059,53,Other,Canadian,Villa,2392,Cruise,,About Dubai,Rainy,Europe,Coastal,Religious
1060,Giza,11/25/2024,12/10/2024,15,Traveler 1060,32,Male,British,Hostel,686,Flight,843.0,About Sydney,Hot,Europe,Coastal,Religious
1061,Jerusalem,08/07/2024,08/21/2024,14,Traveler 1061,54,Female,Canadian,Resort,1228,Bus,1186.0,About Dubai,Dry,North America,Archaeological,Recreational
1062,Bordeaux,03/17/2024,03/23/2024,6,Traveler 1062,51,Male,Australian,Resort,1242,Bus,,About Paris,Dry,Africa,Rural,Environmental
1063,Marseille,08/12/2024,08/20/2024,8,Traveler 1063,31,Other,Indian,Resort,2200,Bus,,About Cape Town,Dry,South America,Archaeological,Recreational
1064,Athens,04/27/2024,05/07/2024,10,Traveler 1064,38,Female,Canadian,Resort,996,Train,,About Cape Town,Cold,South America,Rural,Religious
1065,Thessaloniki,03/24/2024,04/01/2024,8,Traveler 1065,30,Other,Indian,Hostel,2600,Train,1077.0,About Paris,Dry,Africa,Urban,Religious
1066,Krakow,05/30/2024,06/10/2024,11,Traveler 1066,43,Other,American,Airbnb,2026,Train,850.0,About Rome,Dry,Europe,Archaeological,Archaeological
1067,Gdansk,10/14/2024,10/17/2024,3,Traveler 1067,70,Other,American,Hostel,2777,Flight,,About Rome,Cold,North America,Urban,Recreational
1068,Malaga,01/21/2024,01/28/2024,7,Traveler 1068,18,Female,Australian,Resort,1749,Cruise,520.0,About Cape Town,Rainy,South America,Coastal,Environmental
1069,Granada,10/09/2024,10/14/2024,5,Traveler 1069,63,Female,Australian,Resort,1194,Cruise,,About Rome,Hot,Africa,Rural,Environmental
1070,Bilbao,06/20/2024,06/25/2024,5,Traveler 1070,67,Other,Canadian,Resort,1100,Bus,1301.0,About Dubai,Dry,Africa,Archaeological,Recreational
1071,Doha,06/14/2024,06/25/2024,11,Traveler 1071,54,Female,Canadian,Hostel,1573,Flight,,About Cape Town,Hot,South America,Rural,Recreational
1072,Muscat,06/24/2024,07/03/2024,9,Traveler 1072,48,Female,Canadian,Villa,1983,Car,,About Sydney,Rainy,North America,Urban,Environmental
1073,Kuwait City,09/04/2024,09/08/2024,4,Traveler 1073,69,Other,British,Airbnb,1092,Flight,1276.0,About Sydney,Hot,Asia,Archaeological,Therapeutic
1074,Manama,02/07/2024,02/11/2024,4,Traveler 1074,52,Male,British,Airbnb,2242,Flight,1343.0,About Sydney,Hot,Europe,Coastal,Therapeutic
1075,Nairobi,10/22/2024,11/02/2024,11,Traveler 1075,63,Male,Australian,Villa,1258,Car,,About Cape Town,Hot,South America,Urban,Therapeutic
1076,Dar es Salaam,09/01/2024,09/16/2024,15,Traveler 1076,61,Other,Indian,Hotel,2867,Bus,,About Cape Town,Moisture,Africa,Urban,Therapeutic
1077,Victoria,07/30/2024,08/08/2024,9,Traveler 1077,54,Male,Australian,Villa,858,Bus,,About Paris,Cold,Asia,Rural,Environmental
1078,Addis Ababa,08/26/2024,08/29/2024,3,Traveler 1078,56,Other,Canadian,Villa,2505,Car,168.0,About Dubai,Dry,Europe,Urban,Archaeological
1079,Cairo,04/24/2024,05/09/2024,15,Traveler 1079,18,Other,British,Airbnb,865,Cruise,,About Paris,Moisture,Europe,Coastal,Environmental
1080,Alexandria,08/19/2024,08/27/2024,8,Traveler 1080,43,Other,Indian,Villa,2977,Train,837.0,About Dubai,Cold,South America,Archaeological,Recreational
1081,Dakar,08/30/2024,09/05/2024,6,Traveler 1081,23,Male,Australian,Villa,2642,Train,,About Sydney,Rainy,Africa,Desert,Recreational
1082,Luanda,12/15/2024,12/23/2024,8,Traveler 1082,39,Female,American,Airbnb,1634,Bus,,About Sydney,Cold,Africa,Desert,Religious
1083,Antananarivo,02/24/2024,03/10/2024,15,Traveler 1083,70,Female,Canadian,Hotel,2062,Bus,341.0,About Cape Town,Dry,South America,Rural,Environmental
1084,Nouakchott,10/16/2024,10/30/2024,14,Traveler 1084,69,Female,Canadian,Hotel,1936,Cruise,,About Paris,Moisture,North America,Rural,Archaeological
1085,Tripoli,03/03/2024,03/14/2024,11,Traveler 1085,44,Male,British,Airbnb,752,Bus,,About Paris,Moisture,Asia,Rural,Environmental
1086,Tashkent,08/12/2024,08/17/2024,5,Traveler 1086,70,Other,British,Villa,700,Car,,About Cape Town,Rainy,South America,Desert,Environmental
1087,Yerevan,01/05/2024,01/15/2024,10,Traveler 1087,68,Male,American,Airbnb,1636,Train,,About Cape Town,Hot,Africa,Coastal,Therapeutic
1088,Baku,07/29/2024,08/09/2024,11,Traveler 1088,69,Male,Indian,Airbnb,2239,Cruise,,About Dubai,Cold,North America,Desert,Recreational
1089,Nur-Sultan,09/13/2024,09/17/2024,4,Traveler 1089,48,Female,Australian,Resort,1050,Car,153.0,About Sydney,Moisture,Asia,Urban,Environmental
1090,Ulaanbaatar,02/11/2024,02/25/2024,14,Traveler 1090,42,Female,American,Hostel,1615,Car,,About Dubai,Moisture,Asia,Coastal,Archaeological
1091,Hanoi,11/13/2024,11/18/2024,5,Traveler 1091,49,Other,American,Hostel,2983,Cruise,,About Rome,Moisture,Europe,Urban,Recreational
1092,Phnom Penh,06/15/2024,06/18/2024,3,Traveler 1092,24,Other,Canadian,Hotel,2421,Cruise,1020.0,About Sydney,Dry,South America,Archaeological,Religious
1093,Vientiane,07/30/2024,08/06/2024,7,Traveler 1093,39,Other,Canadian,Villa,916,Bus,338.0,About Paris,Dry,Europe,Coastal,Recreational
1094,Yangon,09/14/2024,09/24/2024,10,Traveler 1094,41,Male,Australian,Airbnb,1834,Car,737.0,About Sydney,Hot,Europe,Archaeological,Archaeological
1095,Chennai,11/13/2024,11/27/2024,14,Traveler 1095,52,Female,British,Villa,788,Cruise,1019.0,About Cape Town,Cold,North America,Coastal,Religious
1096,Bangalore,02/15/2024,02/26/2024,11,Traveler 1096,55,Other,Indian,Airbnb,1029,Train,267.0,About Sydney,Moisture,North America,Urban,Therapeutic
1097,Hyderabad,05/11/2024,05/24/2024,13,Traveler 1097,69,Female,British,Hotel,2642,Car,,About Cape Town,Dry,Asia,Archaeological,Therapeutic
1098,Ahmedabad,06/19/2024,06/24/2024,5,Traveler 1098,23,Female,British,Hotel,2380,Bus,,About Rome,Rainy,Asia,Desert,Therapeutic
1099,Pune,06/12/2024,06/25/2024,13,Traveler 1099,40,Other,Canadian,Villa,942,Cruise,,About Dubai,Rainy,South America,Rural,Environmental
1100,Alexandria,03/16/2024,03/22/2024,6,Traveler 1100,29,Male,Canadian,Hostel,1096,Flight,,About Sydney,Dry,South America,Rural,Recreational
1101,Cairo,07/26/2024,07/30/2024,4,Traveler 1101,19,Female,British,Hostel,2882,Train,,About Cape Town,Hot,Asia,Urban,Recreational
1102,Luxor,11/02/2024,11/14/2024,12,Traveler 1102,39,Female,Australian,Airbnb,2084,Car,,About Dubai,Rainy,North America,Desert,Environmental
1103,Sharm El-Sheikh,02/06/2024,02/16/2024,10,Traveler 1103,40,Other,British,Hotel,1259,Car,,About Cape Town,Hot,Africa,Coastal,Environmental
1104,Aswan,09/01/2024,09/15/2024,14,Traveler 1104,57,Female,American,Resort,1202,Bus,,About Sydney,Cold,Africa,Coastal,Archaeological
1105,Sao Paulo,04/29/2024,05/11/2024,12,Traveler 1105,54,Male,Indian,Resort,863,Cruise,,About Paris,Dry,Europe,Coastal,Archaeological
1106,Paris,02/21/2024,02/28/2024,7,Traveler 1106,45,Male,Canadian,Hotel,2336,Cruise,1447.0,About Cape Town,Dry,Africa,Desert,Recreational
1107,Mexico City,02/28/2024,03/10/2024,11,Traveler 1107,62,Male,American,Villa,2161,Flight,201.0,About Dubai,Moisture,Europe,Urban,Recreational
1108,Dubai,06/25/2024,06/30/2024,5,Traveler 1108,30,Male,American,Hostel,1902,Bus,,About Rome,Hot,Europe,Rural,Archaeological
1109,New York,04/02/2024,04/15/2024,13,Traveler 1109,41,Female,Canadian,Villa,2411,Flight,,About Paris,Moisture,Africa,Coastal,Religious
1110,Los Angeles,02/09/2024,02/19/2024,10,Traveler 1110,55,Male,Canadian,Villa,2012,Car,584.0,About Paris,Dry,Europe,Archaeological,Environmental
1111,Toronto,01/24/2024,02/03/2024,10,Traveler 1111,54,Other,Australian,Airbnb,1171,Flight,,About Rome,Dry,South America,Rural,Recreational
1112,Tokyo,09/15/2024,09/25/2024,10,Traveler 1112,26,Other,Canadian,Airbnb,1257,Cruise,1347.0,About Rome,Cold,Africa,Archaeological,Environmental
1113,London,08/17/2024,08/21/2024,4,Traveler 1113,31,Female,American,Resort,776,Train,,About Rome,Cold,North America,Coastal,Environmental
1114,Rome,12/04/2024,12/08/2024,4,Traveler 1114,28,Other,Canadian,Airbnb,2401,Train,,About Paris,Rainy,Europe,Desert,Environmental
1115,Moscow,04/24/2024,05/01/2024,7,Traveler 1115,38,Male,Indian,Hotel,2074,Car,,About Sydney,Dry,North America,Desert,Recreational
1116,Buenos Aires,10/08/2024,10/14/2024,6,Traveler 1116,49,Other,Indian,Hostel,1529,Train,1006.0,About Cape Town,Rainy,North America,Rural,Recreational
1117,Bangkok,10/30/2024,11/13/2024,14,Traveler 1117,28,Male,Canadian,Resort,2881,Train,,About Sydney,Moisture,Asia,Archaeological,Environmental
1118,Berlin,02/01/2024,02/09/2024,8,Traveler 1118,51,Female,British,Hostel,733,Train,,About Dubai,Moisture,Asia,Desert,Religious
